,Date,Average Price,Total Volume,Hass Small,Hass Large,Hass XLarge,Total Bags,Small Bags,Large Bags,XLarge Bags,Type,Year,Region,Total Sales
5367,2016-10-09,1.23,69593.63,980.44,46378.32,56.22,22178.65,22178.65,0.0,0.0,conventional,2016,Syracuse,85600.16
5368,2016-10-02,1.43,53796.49,987.21,32211.73,37.44,20560.11,20560.11,0.0,0.0,conventional,2016,Syracuse,76928.98
5369,2016-09-25,1.54,61352.25,3272.01,38679.78,24.0,19376.46,19358.68,17.78,0.0,conventional,2016,Syracuse,94482.46
5370,2016-09-18,1.46,55922.25,2411.13,36168.63,15.99,17326.5,17070.94,255.56,0.0,conventional,2016,Syracuse,81646.49
5371,2016-09-11,1.35,60993.34,1874.91,39693.78,10.0,19414.65,18636.87,777.78,0.0,conventional,2016,Syracuse,82341.01
5372,2016-09-04,1.53,51792.9,3545.98,35938.12,23.1,12285.7,12128.93,6.77,150.0,conventional,2016,Syracuse,79243.14
5373,2016-08-28,1.38,71711.83,5939.38,45349.71,16.1,20406.64,19306.64,0.0,1100.0,conventional,2016,Syracuse,98962.33
5374,2016-08-21,1.44,58497.96,2904.27,37191.51,19.23,18382.95,17427.95,0.0,955.0,conventional,2016,Syracuse,84237.06
5375,2016-08-14,1.35,60212.3,4941.56,39269.44,28.81,15972.49,15337.49,0.0,635.0,conventional,2016,Syracuse,81286.61
5376,2016-08-07,1.53,60523.63,2724.18,41584.42,2.0,16213.03,15518.03,0.0,695.0,conventional,2016,Syracuse,92601.15
5377,2016-07-31,1.6,68311.05,1970.63,47609.54,10.23,18720.65,18175.65,0.0,545.0,conventional,2016,Syracuse,109297.68
5378,2016-07-24,1.5,56952.09,1940.69,35492.01,19.95,19499.44,16609.44,0.0,2890.0,conventional,2016,Syracuse,85428.13
5379,2016-07-17,1.31,66907.33,2211.14,39136.28,1.0,25558.91,24463.91,0.0,1095.0,conventional,2016,Syracuse,87648.6
5380,2016-07-10,1.29,84386.24,3503.31,49140.9,13.99,31728.04,28754.71,3.33,2970.0,conventional,2016,Syracuse,108858.25
5381,2016-07-03,1.37,85205.46,1970.63,47537.91,1.25,35695.67,32830.67,0.0,2865.0,conventional,2016,Syracuse,116731.48
5382,2016-06-26,1.43,84340.47,1952.47,52517.17,13.0,29857.83,28352.83,0.0,1505.0,conventional,2016,Syracuse,120606.87
5383,2016-06-19,1.35,78211.73,2080.76,45936.69,15.5,30178.78,28498.78,0.0,1680.0,conventional,2016,Syracuse,105585.84
5384,2016-06-12,1.29,79669.3,3484.81,43664.14,90.98,32429.37,31259.37,0.0,1170.0,conventional,2016,Syracuse,102773.4
5385,2016-06-05,1.31,80015.17,1635.92,46955.13,178.83,31245.29,29640.29,0.0,1605.0,conventional,2016,Syracuse,104819.87
5386,2016-05-29,1.36,82173.8,1259.66,52293.06,435.86,28185.22,27875.22,0.0,310.0,conventional,2016,Syracuse,111756.37
5387,2016-05-22,1.27,72636.09,951.3,40672.39,600.23,30412.17,29287.17,0.0,1125.0,conventional,2016,Syracuse,92247.83
5388,2016-05-15,1.23,71440.0,1015.43,41631.44,695.37,28097.76,28097.76,0.0,0.0,conventional,2016,Syracuse,87871.2
5389,2016-05-08,1.23,85623.78,1143.94,51234.94,411.23,32833.67,32833.67,0.0,0.0,conventional,2016,Syracuse,105317.25
5390,2016-05-01,1.31,83407.69,992.24,54950.48,769.07,26695.9,26695.9,0.0,0.0,conventional,2016,Syracuse,109264.07
5391,2016-04-24,1.22,68819.0,1000.49,39959.75,586.42,27272.34,27268.73,3.61,0.0,conventional,2016,Syracuse,83959.18
5392,2016-04-17,1.21,70543.09,880.43,39173.25,3.0,30486.41,30486.41,0.0,0.0,conventional,2016,Syracuse,85357.14
5393,2016-04-10,1.28,62892.35,987.33,32612.34,2.0,29290.68,29290.68,0.0,0.0,conventional,2016,Syracuse,80502.21
5394,2016-04-03,1.03,58862.37,651.94,31826.85,4.0,26379.58,26379.58,0.0,0.0,conventional,2016,Syracuse,60628.24
5395,2016-03-27,1.29,72427.45,872.18,43180.7,15.45,28359.12,28359.12,0.0,0.0,conventional,2016,Syracuse,93431.41
5396,2016-03-20,1.24,72560.52,784.13,46256.94,10.73,25508.72,25508.72,0.0,0.0,conventional,2016,Syracuse,89975.04
5397,2016-03-13,1.18,71223.95,874.89,42612.44,21.45,27715.17,27710.73,4.44,0.0,conventional,2016,Syracuse,84044.26
5398,2016-03-06,1.36,64866.67,1023.58,38547.17,38.46,25257.46,25157.67,99.79,0.0,conventional,2016,Syracuse,88218.67
5399,2016-02-28,1.27,64336.75,861.71,39219.33,8.0,24247.71,23555.99,691.72,0.0,conventional,2016,Syracuse,81707.67
5400,2016-02-21,1.34,65393.08,918.45,40416.33,20.5,24037.8,22191.93,1845.87,0.0,conventional,2016,Syracuse,87626.73
5401,2016-02-14,1.28,65765.73,1088.74,37685.2,41.0,26950.79,25835.23,1115.56,0.0,conventional,2016,Syracuse,84180.13
5402,2016-02-07,1.28,90935.19,1462.82,60707.3,23.26,28741.81,28032.92,708.89,0.0,conventional,2016,Syracuse,116397.04
5403,2016-01-31,1.2,70174.79,1181.04,41173.79,33.29,27786.67,27245.24,541.43,0.0,conventional,2016,Syracuse,84209.75
5404,2016-01-24,1.32,64280.43,72.06,34868.95,31.76,29307.66,29215.12,92.54,0.0,conventional,2016,Syracuse,84850.17
5405,2016-01-17,1.37,70134.99,1078.47,41232.35,9.75,27814.42,27814.42,0.0,0.0,conventional,2016,Syracuse,96084.94
5406,2016-01-10,1.36,57676.73,757.85,31787.68,2.0,25129.2,25129.2,0.0,0.0,conventional,2016,Syracuse,78440.35
5407,2016-01-03,1.34,69200.73,839.36,47417.06,24.66,20919.65,20919.65,0.0,0.0,conventional,2016,Syracuse,92728.98
5408,2016-12-25,0.93,445441.47,157380.83,104316.6,63.53,183680.51,87877.06,95803.45,0.0,conventional,2016,Tampa,414260.57
5409,2016-12-18,0.93,412891.05,132947.11,102323.35,48.96,177571.63,77777.03,99658.49,136.11,conventional,2016,Tampa,383988.68
5410,2016-12-11,1.22,289765.21,99668.86,60413.89,27.84,129654.62,72901.02,56753.6,0.0,conventional,2016,Tampa,353513.56
5411,2016-12-04,0.96,500795.57,163609.96,123041.61,39.36,214104.64,91215.95,122888.69,0.0,conventional,2016,Tampa,480763.75
5412,2016-11-27,1.45,265590.66,92933.81,61345.38,41.71,111269.76,52267.61,59002.15,0.0,conventional,2016,Tampa,385106.46
5413,2016-11-20,1.47,279595.13,95447.33,63840.96,87.54,120219.3,58516.69,61702.61,0.0,conventional,2016,Tampa,411004.84
5414,2016-11-13,1.38,323761.18,124544.12,69065.25,148.09,130003.72,63858.93,66144.79,0.0,conventional,2016,Tampa,446790.43
5415,2016-11-06,1.46,284328.38,110779.29,67753.78,145.64,105649.67,43844.85,61804.82,0.0,conventional,2016,Tampa,415119.43
5416,2016-10-30,1.52,265332.11,93166.48,68007.5,150.2,104007.93,42732.14,61275.79,0.0,conventional,2016,Tampa,403304.81
5417,2016-10-23,1.53,281815.95,91272.27,92612.09,130.21,97801.38,35310.45,62490.93,0.0,conventional,2016,Tampa,431178.4
5418,2016-10-16,1.26,371149.3,116452.65,117544.17,214.87,136937.61,36245.73,100691.88,0.0,conventional,2016,Tampa,467648.12
5419,2016-10-09,1.45,337370.09,110106.06,105328.06,119.9,121816.07,53843.03,67973.04,0.0,conventional,2016,Tampa,489186.63
5420,2016-10-02,1.45,323324.31,123390.79,72977.08,250.23,126706.21,63736.85,62969.36,0.0,conventional,2016,Tampa,468820.25
5421,2016-09-25,1.37,349975.92,140782.83,66909.61,109.75,142173.73,78485.78,63687.95,0.0,conventional,2016,Tampa,479467.01
5422,2016-09-18,1.14,344938.28,132430.63,66929.62,102.58,145475.45,73697.98,71774.14,3.33,conventional,2016,Tampa,393229.64
5423,2016-09-11,1.16,338518.81,154295.04,62808.74,61.0,121354.03,65128.71,55457.26,768.06,conventional,2016,Tampa,392681.82
5424,2016-09-04,0.95,560691.13,298317.39,105769.78,79.6,156524.36,85777.72,68958.03,1788.61,conventional,2016,Tampa,532656.57
5425,2016-08-28,1.14,378817.72,177292.69,99784.11,62.59,101678.33,78855.06,20239.66,2583.61,conventional,2016,Tampa,431852.2
5426,2016-08-21,1.14,390053.1,175344.71,100775.54,48.58,113884.27,80157.7,27826.57,5900.0,conventional,2016,Tampa,444660.53
5427,2016-08-14,1.14,452075.68,213370.83,110703.08,63.23,127938.54,65540.89,57507.65,4890.0,conventional,2016,Tampa,515366.28
5428,2016-08-07,1.21,362836.43,147057.02,95386.32,107.35,120285.74,75445.92,35139.82,9700.0,conventional,2016,Tampa,439032.08
5429,2016-07-31,1.25,330277.63,134859.19,87238.79,23.31,108156.34,68165.92,30100.42,9890.0,conventional,2016,Tampa,412847.04
5430,2016-07-24,1.22,353863.19,143082.31,97554.75,24.75,113201.38,71808.87,29197.51,12195.0,conventional,2016,Tampa,431713.09
5431,2016-07-17,1.17,376274.95,143891.95,101298.66,46.19,131038.15,87458.66,31340.05,12239.44,conventional,2016,Tampa,440241.69
5432,2016-07-10,1.15,359346.63,141565.52,92115.84,93.56,125571.71,87917.71,26862.89,10791.11,conventional,2016,Tampa,413248.62
5433,2016-07-03,0.93,613097.67,288161.65,142383.7,71.82,182480.5,116195.87,50307.96,15976.67,conventional,2016,Tampa,570180.83
5434,2016-06-26,1.16,361181.98,143485.88,88209.18,37.04,129449.88,88532.88,31127.0,9790.0,conventional,2016,Tampa,418971.1
5435,2016-06-19,0.98,497270.56,234054.37,127730.8,111.83,135373.56,68955.92,55517.64,10900.0,conventional,2016,Tampa,487325.15
5436,2016-06-12,1.23,311068.54,136835.25,76895.26,50.3,97287.73,57317.02,29525.43,10445.28,conventional,2016,Tampa,382614.3
5437,2016-06-05,0.97,485002.55,261221.3,100100.49,105.5,123575.26,61524.24,53634.35,8416.67,conventional,2016,Tampa,470452.47
5438,2016-05-29,0.96,532427.02,287990.69,117845.05,172.19,126419.09,63311.97,57550.46,5556.66,conventional,2016,Tampa,511129.94
5439,2016-05-22,1.18,327249.29,164833.67,65400.76,187.53,96827.33,54513.18,33377.48,8936.67,conventional,2016,Tampa,386154.16
5440,2016-05-15,0.86,522134.64,214251.75,138866.8,113.49,168902.6,58113.67,106150.87,4638.06,conventional,2016,Tampa,449035.79
5441,2016-05-08,0.92,493628.61,238892.93,96504.07,163.0,158068.61,81108.34,76960.27,0.0,conventional,2016,Tampa,454138.32
5442,2016-05-01,0.75,741724.85,336112.35,170270.88,50.01,235291.61,85158.24,150133.37,0.0,conventional,2016,Tampa,556293.64
5443,2016-04-24,0.86,566117.77,233226.21,148355.96,155.42,184380.18,60995.42,122379.2,1005.56,conventional,2016,Tampa,486861.28
5444,2016-04-17,1.06,387923.77,183628.75,79809.39,97.76,124387.87,63443.38,60944.49,0.0,conventional,2016,Tampa,411199.2
5445,2016-04-10,0.85,549365.61,226151.46,140518.27,28.42,182667.46,58747.56,123796.29,123.61,conventional,2016,Tampa,466960.77
5446,2016-04-03,1.04,402546.34,196164.23,73787.3,29.08,132565.73,68922.65,63643.08,0.0,conventional,2016,Tampa,418648.19
5447,2016-03-27,1.08,342762.43,159310.12,70270.88,67.71,113113.72,58016.76,55096.96,0.0,conventional,2016,Tampa,370183.42
5448,2016-03-20,1.1,326332.48,148381.21,69085.96,56.69,108808.62,52243.64,56564.98,0.0,conventional,2016,Tampa,358965.73
5449,2016-03-13,0.86,527217.55,219895.48,131684.94,263.76,175373.37,56866.76,118506.61,0.0,conventional,2016,Tampa,453407.09
5450,2016-03-06,1.08,331997.49,149559.05,67539.98,20.59,114877.87,62840.15,52037.72,0.0,conventional,2016,Tampa,358557.29
5451,2016-02-28,0.82,569349.05,248401.81,134264.79,46.83,186635.62,67866.87,118768.75,0.0,conventional,2016,Tampa,466866.22
5452,2016-02-21,1.05,321995.93,146660.22,67636.88,75.71,107623.12,55694.57,51928.55,0.0,conventional,2016,Tampa,338095.73
5453,2016-02-14,1.0,329879.07,160675.05,76135.86,78.63,92989.53,56730.92,36258.61,0.0,conventional,2016,Tampa,329879.07
5454,2016-02-07,0.56,822548.66,385584.08,189389.79,105.28,247469.51,98976.22,148493.29,0.0,conventional,2016,Tampa,460627.25
5455,2016-01-31,0.98,391266.84,155283.41,95492.75,91.61,140399.07,66287.34,74111.73,0.0,conventional,2016,Tampa,383441.5
5456,2016-01-24,0.81,503528.16,184104.57,122562.12,213.63,196647.84,80146.89,116498.21,2.74,conventional,2016,Tampa,407857.81
5457,2016-01-17,1.05,304269.38,138371.21,49996.61,101.81,115799.75,70537.04,45235.19,27.52,conventional,2016,Tampa,319482.85
5458,2016-01-10,0.85,519360.29,250745.95,88162.17,131.61,180320.56,70164.37,110156.19,0.0,conventional,2016,Tampa,441456.25
5459,2016-01-03,1.07,375548.86,226406.25,46447.87,133.9,102560.84,69223.85,33336.99,0.0,conventional,2016,Tampa,401837.28
5512,2016-12-25,0.92,5720079.58,1951252.95,1240717.89,114035.0,2414073.74,1681100.98,731388.25,1584.51,conventional,2016,West,5262473.21
5513,2016-12-18,0.88,5618429.48,2112070.11,1168212.84,89996.89,2248149.64,1571421.56,673464.14,3263.94,conventional,2016,West,4944217.94
5514,2016-12-11,0.84,6648833.68,1687192.84,1545122.38,86234.32,3330284.14,2543800.78,778604.87,7878.49,conventional,2016,West,5585020.29
5515,2016-12-04,0.93,5919532.49,2142009.81,1164205.54,81114.6,2532202.54,1534025.06,992335.68,5841.8,conventional,2016,West,5505165.22
5516,2016-11-27,1.09,4187550.98,1525325.69,938768.71,86789.7,1636666.88,1068035.07,565542.44,3089.37,conventional,2016,West,4564430.57
5517,2016-11-20,1.1,4944373.81,2005353.24,913021.63,105452.1,1920546.84,1357080.6,562175.85,1290.39,conventional,2016,West,5438811.19
5518,2016-11-13,1.18,4864099.95,1740717.89,1032253.37,107496.5,1983632.19,1238998.31,742515.09,2118.79,conventional,2016,West,5739637.94
5519,2016-11-06,1.26,4245702.35,1493574.72,867974.26,119469.87,1764683.5,1168746.58,593225.94,2710.98,conventional,2016,West,5349584.96
5520,2016-10-30,1.26,3852439.62,1398732.86,762970.93,113342.82,1577393.01,1029899.7,545279.86,2213.45,conventional,2016,West,4854073.92
5521,2016-10-23,1.17,4760018.22,1301893.54,1138468.74,116102.67,2203553.27,1441557.14,758232.29,3763.84,conventional,2016,West,5569221.32
5522,2016-10-16,1.15,5308225.44,1613263.25,1052993.06,102563.1,2539406.03,1566289.88,970943.65,2172.5,conventional,2016,West,6104459.26
5523,2016-10-09,1.13,5374797.25,1941978.26,1006693.14,98555.04,2327570.81,1433086.08,893082.67,1402.06,conventional,2016,West,6073520.89
5524,2016-10-02,1.03,6079587.47,1560246.5,1206950.63,110878.4,3201511.94,1755945.22,1442472.3,3094.42,conventional,2016,West,6261975.09
5525,2016-09-25,1.08,5338132.99,1763859.71,1029363.3,107712.68,2437197.3,1445592.77,987092.17,4512.36,conventional,2016,West,5765183.63
5526,2016-09-18,1.04,5474121.64,1966754.72,1200623.82,103658.21,2203084.89,1276040.86,922977.71,4066.32,conventional,2016,West,5693086.51
5527,2016-09-11,0.96,6097779.55,2364733.51,1265510.82,102419.92,2365115.3,1494929.03,867612.77,2573.5,conventional,2016,West,5853868.37
5528,2016-09-04,0.92,6676702.06,2858767.17,1348831.14,111324.84,2357778.91,1344665.71,1012172.25,940.95,conventional,2016,West,6142565.9
5529,2016-08-28,0.96,6114187.88,2276321.08,1334700.26,93943.34,2409223.2,1478205.23,928604.86,2413.11,conventional,2016,West,5869620.36
5530,2016-08-21,0.93,6290164.89,2887138.23,1153539.96,91408.86,2158077.84,1621159.84,535021.55,1896.45,conventional,2016,West,5849853.35
5531,2016-08-14,1.0,6127060.42,2524278.53,1212034.14,122056.89,2268690.86,1560891.12,706937.47,862.27,conventional,2016,West,6127060.42
5532,2016-08-07,0.95,6596769.24,2858873.86,1399000.87,94460.71,2244433.8,1668013.4,571941.45,4478.95,conventional,2016,West,6266930.78
5533,2016-07-31,1.1,5463799.79,1874227.32,1254400.92,95280.92,2239890.63,1730972.57,505626.06,3292.0,conventional,2016,West,6010179.77
5534,2016-07-24,1.08,5556043.02,1812625.23,1301287.98,96068.39,2346061.42,1664867.92,664224.62,16968.88,conventional,2016,West,6000526.46
5535,2016-07-17,1.02,5787378.41,1883575.14,1304616.13,95086.4,2504100.74,1822960.0,665247.85,15892.89,conventional,2016,West,5903125.98
5536,2016-07-10,1.01,6487362.71,2293685.5,1475916.77,111309.46,2606450.98,1823295.07,762671.3,20484.61,conventional,2016,West,6552236.34
5537,2016-07-03,0.97,6817643.13,2313258.79,1738562.93,137804.75,2628016.66,2009090.39,606174.1,12752.17,conventional,2016,West,6613113.84
5538,2016-06-26,0.87,6862241.03,2645564.44,1532440.38,135483.56,2548752.65,1853714.65,687801.75,7236.25,conventional,2016,West,5970149.7
5539,2016-06-19,0.86,6964845.92,2805282.99,1600273.86,140268.18,2419020.89,1643598.7,767883.69,7538.5,conventional,2016,West,5989767.49
5540,2016-06-12,0.92,6216040.13,2213963.72,1516386.11,162974.69,2322715.61,1528937.12,787095.9,6682.59,conventional,2016,West,5718756.92
5541,2016-06-05,0.82,7637424.02,2492773.58,2070556.97,147905.62,2926187.85,1971340.38,949755.22,5092.25,conventional,2016,West,6262687.7
5542,2016-05-29,0.79,7568132.39,2670894.03,1834685.24,164102.2,2898450.92,1761129.51,1132669.37,4652.04,conventional,2016,West,5978824.59
5543,2016-05-22,0.83,6642111.52,2319082.35,1642958.82,150382.82,2529687.53,1385581.32,1139276.54,4829.67,conventional,2016,West,5512952.56
5544,2016-05-15,0.77,7486622.03,2693393.35,1778717.19,155509.69,2859001.8,1826973.6,1026237.94,5790.26,conventional,2016,West,5764698.96
5545,2016-05-08,0.75,8706859.44,2987238.83,2488058.52,152314.08,3079248.01,1953254.58,1118633.94,7359.49,conventional,2016,West,6530144.58
5546,2016-05-01,0.79,7158300.84,2324813.13,2013820.54,131269.35,2688397.82,1975170.33,706418.43,6809.06,conventional,2016,West,5655057.66
5547,2016-04-24,0.78,6746174.8,2621906.13,1746409.68,130993.85,2246865.14,1582301.04,658730.78,5833.32,conventional,2016,West,5262016.34
5548,2016-04-17,0.77,7592473.98,2283526.35,2074920.94,168334.55,3065692.14,1944100.53,1112775.44,8816.17,conventional,2016,West,5846204.96
5549,2016-04-10,0.79,7275842.54,2750665.83,1941317.22,177612.73,2406246.76,1619230.76,780038.56,6977.44,conventional,2016,West,5747915.61
5550,2016-04-03,0.79,6645738.99,2376641.3,1623272.79,159784.5,2486040.4,1644831.5,840392.37,816.53,conventional,2016,West,5250133.8
5551,2016-03-27,0.78,7081399.02,2701807.88,1651027.14,190076.1,2538487.9,1771851.21,765592.73,1043.96,conventional,2016,West,5523491.24
5552,2016-03-20,0.78,6938294.62,2557843.72,1955450.63,167407.21,2257593.06,1216115.26,1040865.95,611.85,conventional,2016,West,5411869.8
5553,2016-03-13,0.81,6725483.24,2302275.93,1773673.19,179006.49,2470527.63,1608842.43,860619.11,1066.09,conventional,2016,West,5447641.42
5554,2016-03-06,0.8,6903293.0,2817152.63,1691666.04,171164.48,2223309.85,1665446.71,556980.31,882.83,conventional,2016,West,5522634.4
5555,2016-02-28,0.78,7193896.75,2394790.48,1865704.89,251937.95,2681463.43,1557228.28,1123472.59,762.56,conventional,2016,West,5611239.46
5556,2016-02-21,0.77,7047624.39,2022750.67,2166534.86,123948.37,2734390.49,1670968.69,1062368.09,1053.71,conventional,2016,West,5426670.78
5557,2016-02-14,0.78,6774726.47,2645973.11,1680248.49,155260.97,2293243.9,1225073.29,1064255.94,3914.67,conventional,2016,West,5284286.65
5558,2016-02-07,0.69,9718438.84,3353158.49,2960080.17,281618.2,3123581.98,1921219.6,1187478.3,14884.08,conventional,2016,West,6705722.8
5559,2016-01-31,0.85,6331953.73,2168765.69,1735400.35,186797.28,2240990.41,1438474.3,781447.29,21068.82,conventional,2016,West,5382160.67
5560,2016-01-24,0.78,6118107.22,1121790.63,2113196.92,121729.44,2761390.23,1345680.31,1407886.07,7823.85,conventional,2016,West,4772123.63
5561,2016-01-17,0.81,7221572.36,2091961.92,2079267.92,181519.92,2868822.6,1515056.35,1352291.24,1475.01,conventional,2016,West,5849473.61
5562,2016-01-10,0.77,7438252.93,2530745.31,2193263.08,175472.09,2538772.45,1418302.47,1118953.54,1516.44,conventional,2016,West,5727454.76
5563,2016-01-03,0.73,7707711.9,2204871.45,2638893.24,156194.56,2707752.65,1383713.06,1320163.95,3875.64,conventional,2016,West,5626629.69
5564,2016-12-25,0.73,867992.74,484143.84,69977.4,15998.99,297872.51,130112.09,167620.42,140.0,conventional,2016,WestTexNewMexico,633634.7
5565,2016-12-18,0.76,790789.79,388322.1,66773.28,12379.19,323315.22,142224.29,180677.6,413.33,conventional,2016,WestTexNewMexico,601000.24
5566,2016-12-11,0.79,776453.82,308697.33,68324.89,12632.73,386798.87,167338.47,219187.07,273.33,conventional,2016,WestTexNewMexico,613398.52
5567,2016-12-04,0.85,699171.51,353339.84,66386.39,10869.1,268576.18,105842.68,162657.94,75.56,conventional,2016,WestTexNewMexico,594295.78
5568,2016-11-27,0.8,674184.53,415839.52,45217.58,9805.34,203322.09,104487.22,98716.81,118.06,conventional,2016,WestTexNewMexico,539347.62
5569,2016-11-20,0.99,670051.41,407045.54,40680.13,11622.63,210703.11,109832.07,100871.04,0.0,conventional,2016,WestTexNewMexico,663350.9
5570,2016-11-13,0.96,690820.58,429758.58,39757.86,14195.71,207108.43,114355.56,92752.87,0.0,conventional,2016,WestTexNewMexico,663187.76
5571,2016-11-06,0.99,643630.66,389129.36,47289.95,17719.27,189492.08,106571.99,82920.09,0.0,conventional,2016,WestTexNewMexico,637194.35
5572,2016-10-30,1.11,474480.97,230696.56,55531.58,17669.83,170583.0,77112.5,93470.5,0.0,conventional,2016,WestTexNewMexico,526673.88
5573,2016-10-23,1.0,620389.4,326067.93,68189.98,17487.68,208643.81,92147.36,115578.39,918.06,conventional,2016,WestTexNewMexico,620389.4
5574,2016-10-16,0.87,902725.42,490768.42,72347.94,13559.5,326049.56,204702.97,121346.59,0.0,conventional,2016,WestTexNewMexico,785371.12
5575,2016-10-09,1.05,732830.17,432642.49,61267.94,11748.36,227171.38,153534.17,73637.21,0.0,conventional,2016,WestTexNewMexico,769471.68
5576,2016-10-02,1.14,605034.4,326742.01,61488.36,15371.56,201432.47,131471.63,69960.84,0.0,conventional,2016,WestTexNewMexico,689739.22
5577,2016-09-25,1.07,598623.24,334016.4,61710.24,14663.85,188232.75,117476.89,70580.86,175.0,conventional,2016,WestTexNewMexico,640526.87
5578,2016-09-18,0.95,749931.49,471618.33,85785.47,12899.95,179627.74,104714.47,74913.27,0.0,conventional,2016,WestTexNewMexico,712434.92
5579,2016-09-11,0.73,1012039.31,689424.36,117338.63,12243.91,193032.41,111106.93,81825.48,100.0,conventional,2016,WestTexNewMexico,738788.7
5580,2016-09-04,0.88,863039.15,570194.15,87176.97,13318.67,192349.36,112529.49,79499.87,320.0,conventional,2016,WestTexNewMexico,759474.45
5581,2016-08-28,0.93,789223.6,472159.48,93803.41,12234.07,211026.64,134565.14,76391.5,70.0,conventional,2016,WestTexNewMexico,733977.95
5582,2016-08-21,0.92,808012.61,484477.52,87640.89,12142.01,223752.19,142739.33,81012.86,0.0,conventional,2016,WestTexNewMexico,743371.6
5583,2016-08-14,0.93,798986.84,449883.2,89651.56,15309.45,244142.63,159059.48,85083.15,0.0,conventional,2016,WestTexNewMexico,743057.76
5584,2016-08-07,0.95,816529.48,500097.71,81237.11,15436.45,219758.21,152300.82,67457.39,0.0,conventional,2016,WestTexNewMexico,775703.01
5585,2016-07-31,1.06,708243.4,404007.95,76077.49,15442.57,212715.39,144484.06,65764.66,2466.67,conventional,2016,WestTexNewMexico,750738.0
5586,2016-07-24,1.03,797993.91,432573.44,85761.86,17101.34,262557.27,169487.86,81989.41,11080.0,conventional,2016,WestTexNewMexico,821933.73
5587,2016-07-17,0.95,802834.4,449793.85,85497.73,16431.19,251111.63,178906.87,68996.71,3208.05,conventional,2016,WestTexNewMexico,762692.68
5588,2016-07-10,0.87,979053.68,571522.5,102689.06,16968.44,287873.68,187139.46,87776.17,12958.05,conventional,2016,WestTexNewMexico,851776.7
5589,2016-07-03,0.86,1026317.8,581532.54,106150.45,20212.32,318422.49,212681.56,91214.82,14526.11,conventional,2016,WestTexNewMexico,882633.31
5590,2016-06-26,0.8,1028845.61,558419.63,101284.45,23127.35,346014.18,243993.8,95170.94,6849.44,conventional,2016,WestTexNewMexico,823076.49
5591,2016-06-19,0.79,1048148.17,633115.26,111120.94,25373.47,278538.5,167775.05,94639.29,16124.16,conventional,2016,WestTexNewMexico,828037.05
5592,2016-06-12,0.82,916958.75,552199.46,94429.85,56434.44,213895.0,110853.14,87748.53,15293.33,conventional,2016,WestTexNewMexico,751906.17
5593,2016-06-05,0.75,1030392.53,625919.72,125188.2,41083.35,238201.26,106610.36,121450.9,10140.0,conventional,2016,WestTexNewMexico,772794.4
5594,2016-05-29,0.77,985833.89,556578.41,134448.46,37522.4,257284.62,107015.69,144257.82,6011.11,conventional,2016,WestTexNewMexico,759092.1
5595,2016-05-22,0.8,857842.32,497605.2,111206.4,50440.46,198590.26,97204.01,93102.92,8283.33,conventional,2016,WestTexNewMexico,686273.86
5596,2016-05-15,0.7,901217.17,581142.58,136712.42,20624.94,162737.23,97314.33,61552.9,3870.0,conventional,2016,WestTexNewMexico,630852.02
5597,2016-05-08,0.74,1052940.48,623286.74,183588.62,33224.01,212841.11,124984.25,83560.19,4296.67,conventional,2016,WestTexNewMexico,779175.96
5598,2016-05-01,0.73,926205.77,489363.62,148534.17,32607.62,255700.36,173262.3,75381.39,7056.67,conventional,2016,WestTexNewMexico,676130.21
5599,2016-04-24,0.77,859293.22,475418.6,155177.72,32786.12,195910.78,97308.05,96326.06,2276.67,conventional,2016,WestTexNewMexico,661655.78
5600,2016-04-17,0.73,944337.62,538758.64,154216.58,51745.47,199616.93,92473.19,107003.74,140.0,conventional,2016,WestTexNewMexico,689366.46
5601,2016-04-10,0.77,897755.55,567763.55,128899.01,32940.56,168152.43,97395.82,70756.61,0.0,conventional,2016,WestTexNewMexico,691271.77
5602,2016-04-03,0.73,776232.98,552528.04,80391.33,29032.63,114280.98,82969.77,31311.21,0.0,conventional,2016,WestTexNewMexico,566650.08
5603,2016-03-27,0.71,936600.58,638259.36,112685.01,30073.26,155582.95,99134.34,56448.61,0.0,conventional,2016,WestTexNewMexico,664986.41
5604,2016-03-20,0.7,932377.12,572667.0,148116.03,71017.02,140577.07,86992.57,53584.5,0.0,conventional,2016,WestTexNewMexico,652663.98
5605,2016-03-13,0.72,886197.95,563341.91,136619.69,36476.41,149759.94,88060.04,61699.9,0.0,conventional,2016,WestTexNewMexico,638062.52
5606,2016-03-06,0.77,814614.77,548260.5,108856.08,38919.31,118578.88,89574.12,29004.76,0.0,conventional,2016,WestTexNewMexico,627253.37
5607,2016-02-28,0.73,824072.51,532849.51,112139.39,53843.0,125240.61,84429.01,40794.93,16.67,conventional,2016,WestTexNewMexico,601572.93
5608,2016-02-21,0.7,840912.75,531994.93,140944.9,27799.93,140172.99,88186.62,50489.7,1496.67,conventional,2016,WestTexNewMexico,588638.92
5609,2016-02-14,0.7,963046.73,621734.73,151510.22,30289.17,159512.61,89653.91,56745.36,13113.34,conventional,2016,WestTexNewMexico,674132.71
5610,2016-02-07,0.68,1198679.87,755962.49,197733.56,74916.26,170067.56,100403.73,41471.6,28192.23,conventional,2016,WestTexNewMexico,815102.31
5611,2016-01-31,0.79,788831.92,512429.69,88819.79,38529.09,149053.35,94019.44,16913.91,38120.0,conventional,2016,WestTexNewMexico,623177.22
